inx,country,countryCoded,degree,degreeCoded,eng,engCoded,fieldGroup,fund,gpaBachelors,gpaMasters,gre,highLevelBachUni,highLevelMasterUni,papersGLOB,papersIRAN,targetUni,uniRank,year
2149,germany,3,Masters,0,High,1,2,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,1,south gujarat,-1,2012
2150,united states,0,Masters,0,High,1,9,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,state  new york at buffalo,-1,2012
2151,finland,2,Masters,0,High,1,14,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,eastern  sri lanka,-1,2012
2152,finland,2,Masters,0,High,1,5,FALSE,2.5,3,FALSE,TRUE,TRUE,0,0,helsinki,-1,2012
2153,united states,0,Doctorate,1,Medium,2,11,TRUE,2,3.5,FALSE,TRUE,TRUE,2,8,old dominion,-1,2012
2154,united states,0,Doctorate,1,Medium,2,5,TRUE,2,3.5,TRUE,FALSE,TRUE,1,2,wayne state,-1,2012
2155,united states,0,Doctorate,1,High,1,2,TRUE,3,3.5,TRUE,FALSE,TRUE,0,2,new mexico,-1,2012
2156,united states,0,Masters,0,High,1,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,florida,-1,2012
2158,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3.5,3.5,TRUE,TRUE,TRUE,0,1,georgia,-1,2012
2159,switzerland,0,Doctorate,1,VeryHigh,0,11,TRUE,3.5,3.5,TRUE,TRUE,TRUE,6,0,"swiss federal institute of , lausanne",-1,2012
2160,canada,1,Doctorate,1,Medium,2,0,TRUE,3,3.5,TRUE,TRUE,TRUE,2,0,manitoba,-1,2012
2161,canada,1,Masters,0,High,1,7,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,calgary,-1,2012
2163,united states,0,Doctorate,1,VeryHigh,0,7,TRUE,3.5,4,TRUE,FALSE,FALSE,5,1,illinois at urbana-champaign,-1,2012
2164,canada,1,Masters,0,High,1,9,TRUE,3,3.442985691,TRUE,TRUE,FALSE,3,0,regina,-1,2012
2165,united states,0,Masters,0,Medium,2,6,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,colorado state,-1,2012
2167,switzerland,0,Masters,0,VeryHigh,0,0,TRUE,4,3.442985691,TRUE,TRUE,FALSE,0,0,"swiss federal institute of , lausanne",-1,2012
2168,n/a,0,Doctorate,1,VeryHigh,0,1,TRUE,2,3.83,FALSE,FALSE,FALSE,2,0,korea advanced institute of,-1,2012
2169,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,3,3.5,TRUE,TRUE,TRUE,6,0,georgia institute of,-1,2012
2171,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,4,3.442985691,TRUE,TRUE,FALSE,3,0,princeton,-1,2012
2172,united states,0,Masters,0,Medium,2,8,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,0,0,northeastern,-1,2012
2173,singapore,5,Doctorate,1,VeryHigh,0,0,TRUE,2.5,4,TRUE,TRUE,TRUE,2,0,nottingham trent,-1,2012
2174,canada,1,Doctorate,1,High,1,11,TRUE,2.5,3.5,TRUE,TRUE,TRUE,1,1,western ontario,-1,2012
2175,united states,0,Doctorate,1,Medium,2,8,FALSE,3,2.5,TRUE,FALSE,FALSE,2,0,nivadhana,-1,2012
2176,n/a,0,Masters,0,High,1,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2012
2177,canada,1,Doctorate,1,VeryHigh,0,7,TRUE,2.5,3.5,TRUE,TRUE,FALSE,2,1,queens,-1,2012
2178,united states,0,Masters,0,VeryHigh,0,1,TRUE,3.5,3.442985691,TRUE,FALSE,FALSE,0,2,nivadhana,-1,2011
2179,united states,0,Masters,0,VeryHigh,0,8,TRUE,3.5,3.442985691,TRUE,FALSE,FALSE,0,0,pratt institute,-1,2012
2180,united kingdom,4,Doctorate,1,Low,3,5,TRUE,2,3,FALSE,FALSE,FALSE,0,3,aberdeen,-1,2011
2181,united states,0,Masters,0,High,1,0,FALSE,2,3.442985691,TRUE,FALSE,FALSE,1,0,cleveland state,-1,2012
2182,germany,3,Masters,0,VeryHigh,0,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,north china,-1,2012
2183,canada,1,Doctorate,1,High,1,11,TRUE,4,3.5,FALSE,TRUE,TRUE,1,0,waterloo,-1,2013
2184,united states,0,Masters,0,Medium,2,11,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,missouri,-1,2012
2185,singapore,5,Doctorate,1,High,1,11,TRUE,2.5,3,FALSE,TRUE,TRUE,4,1,nottingham trent,-1,2010
2187,n/a,0,Masters,0,High,1,3,FALSE,3,3,FALSE,FALSE,TRUE,0,0,n/a,-1,2008
2188,spain,3,Doctorate,1,High,1,0,TRUE,2,3.5,FALSE,TRUE,TRUE,1,0,belmont,-1,2012
2189,united states,0,Doctorate,1,High,1,5,TRUE,2,3.5,TRUE,TRUE,TRUE,5,3,hawaii - manoa,-1,2012
2191,n/a,0,Masters,0,Medium,2,1,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,0,0,windsor,-1,2012
2192,n/a,0,Masters,0,Medium,2,0,FALSE,2,1,FALSE,FALSE,FALSE,0,3,centre of the westfjords,-1,2010
2193,united states,0,Masters,0,VeryHigh,0,1,FALSE,2,3.442985691,TRUE,TRUE,FALSE,0,0,unc n/a charlotte,-1,2012
2194,n/a,0,Doctorate,1,Medium,2,0,FALSE,2.5,3.5,FALSE,FALSE,FALSE,3,1,eastern mediterranean,-1,2012
2195,united states,0,Masters,0,High,1,8,TRUE,3,3,TRUE,FALSE,TRUE,0,0,miami,-1,2012
2196,united states,0,Doctorate,1,VeryHigh,0,15,TRUE,1.5,3,FALSE,TRUE,TRUE,1,0,houston,-1,2012
2197,united states,0,Doctorate,1,High,1,0,TRUE,3,3.5,TRUE,TRUE,TRUE,1,1,iowa state,-1,2012
2198,belgium,4,Doctorate,1,High,1,2,TRUE,1.5,3,FALSE,FALSE,FALSE,15,21,hasselt,-1,2012
2199,united states,0,Doctorate,1,High,1,11,TRUE,2,4,TRUE,TRUE,TRUE,10,3,texas at dallas,-1,2012
2202,united states,0,Doctorate,1,Medium,2,4,TRUE,3,3,TRUE,FALSE,TRUE,1,0,temple,-1,2012
2204,united states,0,Doctorate,1,VeryHigh,0,11,FALSE,2,3.5,TRUE,TRUE,FALSE,2,0,michigan state,-1,2012
2205,belgium,4,Masters,0,High,1,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,catholic  lublin,-1,2012
2206,united states,0,Doctorate,1,High,1,5,TRUE,3.5,3.5,TRUE,FALSE,TRUE,4,2,illinois at urbana-champaign,-1,2012
2208,malaysia,6,Doctorate,1,Medium,2,8,FALSE,1.5,2.5,FALSE,TRUE,FALSE,0,0,politécnica de madrid,-1,2012
2209,united states,0,Masters,0,High,1,1,FALSE,1,3.442985691,TRUE,FALSE,FALSE,0,0,cleveland state,-1,2013
2210,n/a,0,Masters,0,Medium,2,7,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,leiden,-1,2012
2211,united states,0,Masters,0,VeryHigh,0,13,FALSE,2,3.442985691,TRUE,TRUE,FALSE,0,0,illinois institute of,-1,2012
2213,finland,2,Masters,0,High,1,0,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,0,0,turku,-1,2012
2215,n/a,0,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,qut n/a cqu,-1,2013
2216,canada,1,Masters,0,High,1,7,TRUE,3,3.442985691,FALSE,TRUE,FALSE,1,0,lincoln memorial,-1,2012
2217,finland,2,Masters,0,VeryHigh,0,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,oulu,-1,2013
2219,united states,0,Doctorate,1,High,1,13,FALSE,3.5,3.5,FALSE,FALSE,FALSE,0,0,missouri - columbia,-1,2012
2220,france,3,Masters,0,Medium,2,5,TRUE,1,3.442985691,FALSE,FALSE,FALSE,0,0,ecole centrale de nantes,-1,2012
2221,canada,1,Masters,0,VeryHigh,0,7,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,british columbia,-1,2013
2222,canada,1,Doctorate,1,Medium,2,0,TRUE,3.5,4,FALSE,TRUE,TRUE,4,1,brescia college,-1,2012
2223,italy,3,Masters,0,Medium,2,5,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2014
2225,germany,3,Masters,0,VeryHigh,0,1,FALSE,3,3.442985691,FALSE,FALSE,FALSE,3,1,siena,-1,2012
2226,united states,0,Doctorate,1,Medium,2,0,TRUE,3,4,TRUE,TRUE,TRUE,3,3,north carolina at greensboro,-1,2012
2227,sweden,2,Doctorate,1,High,1,2,TRUE,2.5,3,FALSE,TRUE,TRUE,8,5,linköping,-1,2012
2228,united states,0,Masters,0,Medium,2,8,FALSE,1.5,3.442985691,TRUE,FALSE,FALSE,0,0,cleveland state,-1,2012
2229,italy,3,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,4,1,politécnico de guanajuato,-1,2012
2230,spain,3,Masters,0,High,1,7,TRUE,2,3.442985691,FALSE,TRUE,FALSE,1,0,technical  radom,-1,2012
2232,australia,1,Doctorate,1,Medium,2,1,TRUE,3,3.5,FALSE,FALSE,TRUE,4,0,queensland,-1,2012
2233,canada,1,Masters,0,High,1,7,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,british columbia,-1,2012
2234,united states,0,Doctorate,1,High,1,0,TRUE,3,4,FALSE,FALSE,FALSE,0,0,iowa,-1,2012
2236,belgium,4,Doctorate,1,Medium,2,11,TRUE,3,3,TRUE,TRUE,TRUE,3,4,regent,-1,2012
2238,canada,1,Doctorate,1,Medium,2,0,TRUE,3.5,3.5,FALSE,FALSE,TRUE,0,1,windsor,-1,2012
2241,united states,0,Masters,0,VeryHigh,0,7,TRUE,4,3.442985691,TRUE,FALSE,FALSE,0,0,alaska - fairbanks,-1,2012
2243,n/a,0,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,université protestante au congo,-1,2012
2244,canada,1,Masters,0,High,1,5,TRUE,3,3,TRUE,TRUE,TRUE,1,1,simon fraser,-1,2012
2245,malaysia,6,Masters,0,Low,3,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,1,"toronto, mississauga",-1,2012
2246,germany,3,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,technical  mombasa,-1,2012
2248,n/a,0,Doctorate,1,High,1,3,FALSE,2,3,FALSE,FALSE,FALSE,0,0,n/a,-1,2004
2249,united states,0,Doctorate,1,High,1,0,TRUE,2,3,TRUE,FALSE,FALSE,4,0,rank 130,-1,2012
2250,canada,1,Masters,0,Medium,2,0,TRUE,3,3.442985691,FALSE,FALSE,FALSE,0,0,lethbridge,-1,2012
2251,italy,3,Masters,0,Medium,2,5,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2012
2252,austria,3,Doctorate,1,Medium,2,3,FALSE,3,4,FALSE,FALSE,TRUE,1,2,venda,-1,2012
2254,germany,3,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,north china,-1,2012
2255,united states,0,Doctorate,1,High,1,13,TRUE,2,3,TRUE,TRUE,TRUE,0,0,idaho,-1,2010
2256,n/a,0,Masters,0,High,1,9,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,tu ilmenau/ tu clausthal / tu dortmund,-1,2012
2257,united states,0,Doctorate,1,Medium,2,11,TRUE,4,3.5,TRUE,FALSE,FALSE,5,3,kentucky,-1,2012
2259,united states,0,Masters,0,Medium,2,5,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,san jose state,-1,2012
2260,canada,1,Masters,0,High,1,0,TRUE,3,3.442985691,FALSE,FALSE,FALSE,1,2,saskatchewan,-1,2013
2261,turkey,6,Doctorate,1,High,1,11,TRUE,2.5,3.5,TRUE,FALSE,TRUE,2,2,bilkent,-1,2012
2262,germany,3,Masters,0,Medium,2,2,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,norwich,-1,2012
2263,italy,3,Masters,0,VeryHigh,0,8,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2012
2264,n/a,0,Masters,0,Low,3,0,FALSE,2.5,2.5,FALSE,FALSE,FALSE,0,3,n/a,-1,2000
2265,india,7,Masters,0,Low,3,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,new england,-1,2012
2266,malaysia,6,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,5,0,universiti kebangsaan malaysia,-1,2012
2267,australia,1,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,newcastle,-1,2013
2270,n/a,0,Masters,0,Medium,2,1,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,1,politecnico di milanon/apolitecnico di torino,-1,2012
2272,n/a,0,Doctorate,1,High,1,2,FALSE,3,3.5,FALSE,FALSE,FALSE,2,4,n/a,-1,2013
2273,germany,3,Masters,0,Medium,2,2,TRUE,2,3.442985691,FALSE,TRUE,FALSE,1,0,colgate,-1,2012
2274,n/a,0,Doctorate,1,High,1,3,FALSE,3.5,4,FALSE,FALSE,TRUE,0,0,florida,-1,2012
2275,spain,3,Doctorate,1,VeryHigh,0,0,TRUE,1.5,3.5,FALSE,TRUE,TRUE,0,0,deusto,-1,2012
2276,italy,3,Masters,0,Medium,2,8,FALSE,4,3.442985691,FALSE,FALSE,FALSE,0,0,polytechnic  tirane,-1,2012
2277,germany,3,Doctorate,1,High,1,1,TRUE,3.5,3.38,FALSE,TRUE,FALSE,5,0,the naropa institute,-1,2014
2279,n/a,0,Doctorate,1,Medium,2,0,FALSE,3,3,TRUE,FALSE,TRUE,1,2,minnesota - morris,-1,2012
2280,germany,3,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,bauhaus universität weimar,-1,2012
2281,italy,3,Masters,0,VeryHigh,0,5,TRUE,4,3.442985691,TRUE,FALSE,FALSE,0,0,boston,-1,2012
2283,n/a,0,Doctorate,1,Medium,2,5,FALSE,2.5,3.86,TRUE,FALSE,FALSE,1,0,istanbul technical,-1,2012
2284,turkey,6,Masters,0,VeryHigh,0,9,FALSE,3.5,3.442985691,TRUE,TRUE,FALSE,1,2,middle east technical,-1,2012
2285,italy,3,Masters,0,VeryHigh,0,13,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,universitas negeri padang,-1,2012
2287,russian federation,6,Doctorate,1,Medium,2,5,FALSE,3.6,4,FALSE,FALSE,TRUE,8,5,european  at st.petersburg,-1,2012
2288,germany,3,Masters,0,Medium,2,7,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,1,1,amber,-1,2012
2290,turkey,6,Masters,0,Medium,2,11,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,2,1,bogazici,-1,2012
2292,canada,1,Doctorate,1,Medium,2,7,TRUE,3.5,3,FALSE,FALSE,FALSE,1,0,université laval,-1,2012
2293,malaysia,6,Doctorate,1,Medium,2,0,TRUE,3,2.5,FALSE,FALSE,FALSE,2,0,universiti malaya,-1,2012
2294,n/a,0,Masters,0,High,1,9,FALSE,2.5,3.5,FALSE,FALSE,FALSE,0,0,n/a,-1,2001
2295,n/a,0,Doctorate,1,High,1,0,FALSE,2.5,4,FALSE,FALSE,FALSE,2,0,n/a,-1,2014
2296,france,3,Masters,0,High,1,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,ephe.sorbonne,-1,2012
2297,united states,0,Masters,0,Medium,2,0,TRUE,3,3.442985691,TRUE,FALSE,FALSE,0,0,new mexico state,-1,2012
2298,austria,3,Doctorate,1,Medium,2,0,FALSE,3,2.5,FALSE,FALSE,FALSE,2,3,venda,-1,2012
2299,canada,1,Doctorate,1,VeryHigh,0,4,TRUE,1.5,3,FALSE,FALSE,TRUE,1,0,calgary,-1,2012
2301,canada,1,Masters,0,High,1,1,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,alberta,-1,2013
2302,australia,1,Doctorate,1,High,1,2,TRUE,2,2.5,FALSE,FALSE,FALSE,0,2,macquarie,-1,2012
2304,canada,1,Masters,0,VeryHigh,0,1,TRUE,3,3.442985691,TRUE,TRUE,FALSE,8,4,alberta,-1,2007
2305,finland,2,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,waikato,-1,2012
2306,n/a,0,Masters,0,Medium,2,7,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,technische universität berlin,-1,2012
2307,canada,1,Masters,0,VeryHigh,0,2,TRUE,3.5,3.442985691,FALSE,TRUE,FALSE,0,0,mcmaster,-1,2013
2308,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,3.1,3.7,TRUE,FALSE,FALSE,1,0,george washington,-1,2014
2310,malaysia,6,Masters,0,Medium,2,6,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,politécnica de madrid,-1,2012
2311,united states,0,Doctorate,1,Medium,2,5,FALSE,3.5,3.5,TRUE,FALSE,FALSE,1,4,ucsi,-1,2012
2312,united states,0,Masters,0,High,1,3,FALSE,1.5,3.442985691,TRUE,FALSE,FALSE,1,0,central florida,-1,2015
2314,united states,0,Doctorate,1,High,1,0,TRUE,3,4,TRUE,FALSE,FALSE,1,2,rutgers n/anjit,-1,2012
2315,canada,1,Doctorate,1,High,1,2,TRUE,3.5,4,FALSE,TRUE,TRUE,0,1,british columbia,-1,2012
2316,italy,3,Masters,0,Medium,2,8,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,florence,-1,2012
2318,united states,0,Doctorate,1,High,1,11,TRUE,2,3.442985691,TRUE,TRUE,FALSE,1,1,alabama - huntsville,-1,2012
2319,n/a,0,Masters,0,High,1,0,FALSE,1,3.442985691,FALSE,TRUE,FALSE,0,0,tula state,-1,2012
2320,germany,3,Masters,0,High,1,9,FALSE,2,3.442985691,TRUE,FALSE,FALSE,2,0,debrecen,-1,2011
2322,n/a,0,Doctorate,1,High,1,4,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,akron,-1,2013
2323,switzerland,0,Doctorate,1,High,1,0,TRUE,4,3.5,FALSE,TRUE,TRUE,0,1,"swiss federal institute of , lausanne",-1,2012
2324,canada,1,Masters,0,Medium,2,1,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,concordia,-1,2012
2325,united states,0,Doctorate,1,High,1,1,TRUE,1.5,3.5,TRUE,FALSE,FALSE,6,10,utah state,-1,2012
2326,canada,1,Doctorate,1,High,1,4,TRUE,2.5,3.5,FALSE,FALSE,FALSE,3,0,waterloo,-1,2013
2327,n/a,0,Doctorate,1,High,1,3,FALSE,1,2,FALSE,FALSE,FALSE,0,0,n/a,-1,2013
2328,united states,0,Doctorate,1,VeryHigh,0,4,TRUE,3,3.442985691,TRUE,TRUE,FALSE,1,0,mississippi,-1,2012
2329,canada,1,Doctorate,1,High,1,0,FALSE,2.5,3.5,FALSE,TRUE,TRUE,0,2,waterloo,-1,2012
2330,canada,1,Doctorate,1,High,1,11,TRUE,3.5,3,FALSE,TRUE,TRUE,0,0,alberta,-1,2013
2332,united states,0,Masters,0,VeryHigh,0,0,TRUE,3,3.442985691,TRUE,FALSE,FALSE,3,1,lucerne,-1,2012
2333,turkey,6,Masters,0,Medium,2,9,TRUE,2,3.442985691,TRUE,TRUE,FALSE,0,0,sabanci,-1,2011
2334,australia,1,Doctorate,1,Medium,2,7,TRUE,2.5,3.5,FALSE,FALSE,TRUE,3,5,deakin,-1,2013
2335,australia,1,Doctorate,1,Medium,2,11,TRUE,2,3.5,FALSE,FALSE,FALSE,6,3,curtin,-1,2005
2336,netherlands,4,Doctorate,1,High,1,7,TRUE,2.5,3.81,FALSE,FALSE,FALSE,0,0,wageningen,-1,2012
2337,belgium,4,Doctorate,1,Medium,2,7,TRUE,2.5,4,FALSE,TRUE,FALSE,6,0,ku leuven,-1,2012
2338,united states,0,Doctorate,1,VeryHigh,0,13,FALSE,3,3.442985691,FALSE,TRUE,FALSE,2,0,saga medical school,-1,2013
2339,australia,1,Doctorate,1,VeryHigh,0,4,TRUE,4,4,FALSE,TRUE,TRUE,8,1,tasmania,-1,2017
2340,united states,0,Masters,0,High,1,1,FALSE,1,3.442985691,TRUE,FALSE,FALSE,0,0,at buffalo,-1,2013
2344,united states,0,Doctorate,1,High,1,4,FALSE,3.5,3.5,FALSE,FALSE,FALSE,0,0,n/a,-1,2013
2345,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3.5,3.5,FALSE,FALSE,FALSE,7,2,louisiana tech,-1,2010
2346,n/a,0,Masters,0,High,1,0,FALSE,3,3,TRUE,TRUE,TRUE,0,0,southern cross,-1,2013
2347,united states,0,Doctorate,1,VeryHigh,0,10,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,1,2,west alabama,-1,2012
2350,australia,1,Doctorate,1,High,1,11,TRUE,2,3,TRUE,FALSE,TRUE,4,0,queensland,-1,2012
2351,united states,0,Masters,0,High,1,11,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,nortre dame seishin,-1,2013
2352,canada,1,Masters,0,VeryHigh,0,0,TRUE,2.611309081,4,FALSE,FALSE,FALSE,2,4,mcgill,-1,2013
2353,n/a,0,Doctorate,1,High,1,2,FALSE,3,3.5,FALSE,FALSE,FALSE,2,2,n/a,-1,2001
2354,australia,1,Doctorate,1,VeryHigh,0,0,TRUE,2.5,3.5,FALSE,FALSE,TRUE,3,0,new south wales,-1,2013
2355,united states,0,Masters,0,High,1,1,TRUE,3,3.442985691,TRUE,TRUE,FALSE,3,1,gretsa universtiy,-1,2012
2356,canada,1,Doctorate,1,High,1,10,TRUE,3.5,3.81,FALSE,FALSE,FALSE,12,3,simon fraser,-1,2015
2357,germany,3,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,brighton,-1,2013
2359,canada,1,Masters,0,High,1,0,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,2,0,lincoln memorial,-1,2013
2360,netherlands,4,Masters,0,High,1,7,FALSE,4,3.442985691,FALSE,FALSE,FALSE,0,0,wageningen,-1,2013
2361,canada,1,Masters,0,VeryHigh,0,5,TRUE,3.5,3.442985691,TRUE,TRUE,FALSE,0,0,british columbia,-1,2013
2362,australia,1,Masters,0,High,1,6,TRUE,3.6,3.442985691,FALSE,FALSE,FALSE,0,0,monash,-1,2013
2364,n/a,0,Masters,0,High,1,7,FALSE,1.5,4,FALSE,FALSE,TRUE,4,3,n/a,-1,2006
2365,n/a,0,Doctorate,1,Medium,2,1,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2010
2366,australia,1,Masters,0,Medium,2,10,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,wollongong,-1,2013
2367,canada,1,Masters,0,Medium,2,9,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,5,0,regina,-1,2012
2369,australia,1,Masters,0,Medium,2,7,FALSE,3,4,FALSE,FALSE,FALSE,0,5,wollongong,-1,2013
2370,australia,1,Doctorate,1,High,1,11,TRUE,2,3.5,FALSE,TRUE,TRUE,5,0,southern queensland,-1,2013
2371,canada,1,Doctorate,1,High,1,0,TRUE,2.5,3,FALSE,TRUE,TRUE,3,0,calgary,-1,2013
2372,n/a,0,Doctorate,1,Medium,2,15,FALSE,3.5,4,FALSE,FALSE,FALSE,0,0,n/a,-1,2013
2374,germany,3,Masters,0,High,1,1,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,north china,-1,2012
2375,n/a,0,Doctorate,1,Medium,2,11,TRUE,2.5,3,FALSE,FALSE,FALSE,6,3,hainan normal,-1,2012
2376,australia,1,Doctorate,1,High,1,11,TRUE,2.5,4,FALSE,TRUE,TRUE,4,4,sydney,-1,2013
2377,australia,1,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,queensland,-1,2013
2378,united states,0,Doctorate,1,High,1,1,TRUE,2,3.442985691,FALSE,FALSE,FALSE,7,4,louisiana tech,-1,2012
2379,canada,1,Masters,0,VeryHigh,0,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,simon fraser,-1,2013
2381,canada,1,Doctorate,1,High,1,0,TRUE,4,4,TRUE,FALSE,FALSE,1,4,concordia,-1,2013
2382,united states,0,Doctorate,1,High,1,11,TRUE,2,2.5,TRUE,FALSE,TRUE,4,0,michigan state,-1,2013
2383,united states,0,Doctorate,1,High,1,0,TRUE,2.5,4,TRUE,TRUE,TRUE,0,0,toyota technological institute,-1,2011
2384,new zealand,4,Doctorate,1,Medium,2,13,TRUE,2,4,FALSE,TRUE,TRUE,0,0,waikato,-1,2013
2386,canada,1,Doctorate,1,Medium,2,11,TRUE,2,3.5,TRUE,TRUE,FALSE,4,1,memorial  newfoundland,-1,2012
2387,australia,1,Doctorate,1,High,1,7,TRUE,1.5,3,FALSE,TRUE,FALSE,10,8,(ecu n/a uwa (as a joint enrolement,-1,2013
2388,n/a,0,Masters,0,Medium,2,8,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,royal danish academy of music,-1,2012
2389,n/a,0,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,tokyo kasei,-1,2012
2390,united states,0,Doctorate,1,Medium,2,0,FALSE,2.5,3,TRUE,TRUE,TRUE,5,2,toledo,-1,2013
2391,germany,3,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,technical  radom,-1,2012
2392,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,2,3.9,TRUE,FALSE,FALSE,12,0,texas at san antonio,-1,2015
2393,n/a,0,Doctorate,1,High,1,5,FALSE,2,3.5,FALSE,TRUE,FALSE,0,0,n/a,-1,2014
2394,canada,1,Masters,0,High,1,0,TRUE,3,3.442985691,FALSE,FALSE,FALSE,0,0,trent,-1,2005
2395,canada,1,Masters,0,High,1,0,FALSE,3,4,FALSE,FALSE,FALSE,0,0,british columbia,-1,2013
2397,united states,0,Masters,0,High,1,0,TRUE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,savannah college of artdesign,-1,2013
2398,new zealand,4,Doctorate,1,High,1,0,TRUE,2.5,3.5,FALSE,FALSE,TRUE,1,0,auckland,-1,2013
2399,n/a,0,Masters,0,VeryHigh,0,0,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,southern queensland,-1,2013
2401,germany,3,Doctorate,1,High,1,4,TRUE,2,2.5,TRUE,TRUE,TRUE,1,3,amber,-1,2013
2402,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2.5,4,TRUE,FALSE,FALSE,0,2,tarapacá,-1,2013
2404,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,2,3.5,TRUE,TRUE,TRUE,4,5,north carolina state,-1,2012
2405,canada,1,Doctorate,1,High,1,5,TRUE,2.5,3.5,FALSE,FALSE,FALSE,0,0,ubc n/a okanagan,-1,2013
2406,n/a,0,Doctorate,1,High,1,0,FALSE,3,3.5,TRUE,FALSE,TRUE,4,1,n/a,-1,2013
2407,united states,0,Doctorate,1,High,1,4,FALSE,2,3,FALSE,TRUE,FALSE,1,1,toledo,-1,2013
2409,australia,1,Doctorate,1,Medium,2,4,TRUE,-14,3.5,TRUE,TRUE,TRUE,23,3,monash,-1,2013
