inx,country,countryCoded,degree,degreeCoded,eng,engCoded,fieldGroup,fund,gpaBachelors,gpaMasters,gre,highLevelBachUni,highLevelMasterUni,papersGLOB,papersIRAN,targetUni,uniRank,year
253,united states,0,Doctorate,1,High,1,1,TRUE,1,3.5,TRUE,TRUE,TRUE,0,0,virginia state,-1,2009
254,finland,2,Masters,0,VeryHigh,0,10,FALSE,2,3,FALSE,TRUE,TRUE,0,0,kiev school of economics,-1,2008
255,germany,3,Masters,0,Medium,2,7,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,christian brothers,-1,2007
256,united states,0,Doctorate,1,High,1,1,TRUE,2.5,3,TRUE,FALSE,TRUE,2,2,new mexico state,-1,2008
257,spain,3,Doctorate,1,High,1,7,TRUE,2.5,3,FALSE,TRUE,FALSE,6,1,universitat internacional de catalunya,-1,2012
258,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2.5,3.5,TRUE,TRUE,TRUE,6,0,rice,-1,2008
259,sweden,2,Masters,0,VeryHigh,0,0,FALSE,2,3.442985691,TRUE,FALSE,FALSE,0,0,uppsala,-1,2009
261,switzerland,0,Doctorate,1,High,1,4,TRUE,2,3.5,FALSE,TRUE,TRUE,2,3,"swiss federal institute of , lausanne",-1,2008
262,canada,1,Doctorate,1,High,1,10,TRUE,2.5,4,FALSE,TRUE,TRUE,2,5,concordia,-1,2008
263,canada,1,Doctorate,1,VeryHigh,0,5,TRUE,2.5,3,FALSE,FALSE,TRUE,0,1,e de brasília,-1,2009
264,malaysia,6,Masters,0,High,1,7,FALSE,3,3.76,FALSE,FALSE,FALSE,6,1,"toronto, mississauga",-1,2008
266,singapore,5,Doctorate,1,Medium,2,1,TRUE,3.5,3,TRUE,FALSE,TRUE,3,3,national  singapore,-1,2009
267,sweden,2,Masters,0,High,1,7,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,2,royal lnstitute of,-1,2008
268,australia,1,Masters,0,VeryHigh,0,11,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,0,monash,-1,2008
269,singapore,5,Doctorate,1,High,1,4,TRUE,2,2.5,FALSE,FALSE,FALSE,1,4,nottingham trent,-1,2009
270,malaysia,6,Masters,0,High,1,11,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,1,"toronto, mississauga",-1,2008
271,canada,1,Masters,0,High,1,11,TRUE,2.5,3.442985691,FALSE,FALSE,FALSE,3,2,carleton(canada) n/a kth,-1,2009
273,malaysia,6,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2009
276,united states,0,Doctorate,1,High,1,11,TRUE,2.5,3.5,TRUE,TRUE,TRUE,6,0,lankaran state,-1,2008
278,n/a,0,Masters,0,Medium,2,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,wisconsin - milwaukee,-1,2008
279,malaysia,6,Doctorate,1,High,1,7,FALSE,2,4,FALSE,FALSE,FALSE,12,10,universiti kebangsaan malaysia,-1,2008
280,france,3,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,selcuk,-1,2009
282,united states,0,Masters,0,High,1,7,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,4,1,case western reserve,-1,2009
283,united states,0,Doctorate,1,High,1,0,TRUE,2.611309081,3.442985691,TRUE,FALSE,FALSE,9,4,iowa,-1,2009
286,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,1.5,3,TRUE,FALSE,TRUE,1,0,fukui,-1,2009
287,germany,3,Masters,0,Medium,2,2,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,florida state,-1,2009
291,united states,0,Doctorate,1,High,1,7,FALSE,2.5,4,TRUE,FALSE,FALSE,0,7,iowa,-1,2007
292,united states,0,Masters,0,VeryHigh,0,1,TRUE,3,3.442985691,TRUE,TRUE,FALSE,1,2,massachusetts at lowell,-1,2008
293,canada,1,Doctorate,1,Medium,2,0,TRUE,2,3.5,TRUE,TRUE,TRUE,2,0,manitoba,-1,2008
295,sweden,2,Masters,0,High,1,11,FALSE,2.5,2.5,TRUE,FALSE,TRUE,0,1,north dakota,-1,2008
296,united states,0,Masters,0,Medium,2,11,TRUE,4,3.442985691,TRUE,TRUE,FALSE,1,0,louisiana tech,-1,2009
297,australia,1,Masters,0,High,1,11,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,2,new south wales,-1,2009
298,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3.5,3.5,TRUE,TRUE,TRUE,1,0,pennsylvania,-1,2009
299,united states,0,Doctorate,1,High,1,0,TRUE,2.5,3,TRUE,TRUE,TRUE,3,0,indiana  at bloomington,-1,2009
301,singapore,5,Doctorate,1,VeryHigh,0,4,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,1,6,national  singapore,-1,2008
302,australia,1,Doctorate,1,High,1,0,FALSE,3,2,FALSE,TRUE,TRUE,2,3,lawrence technological,-1,2009
303,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,2,3,TRUE,TRUE,TRUE,2,0,boston,-1,2009
304,n/a,0,Masters,0,Medium,2,3,TRUE,3.5,3.442985691,FALSE,TRUE,FALSE,1,0,mathmods program n/a erasmus mundus,-1,2009
305,canada,1,Masters,0,VeryHigh,0,0,TRUE,4,3.442985691,TRUE,TRUE,FALSE,0,0,toronto,-1,2009
306,sweden,2,Masters,0,VeryHigh,0,0,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,uppsala,-1,2009
307,n/a,0,Masters,0,VeryHigh,0,1,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,n/a,-1,2009
308,canada,1,Doctorate,1,High,1,0,FALSE,3,1.5,FALSE,TRUE,FALSE,1,0,ottawa,-1,2011
309,united states,0,Doctorate,1,High,1,7,TRUE,2.5,3.5,TRUE,TRUE,TRUE,2,0,north carolina state,-1,2009
310,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,2,3.5,TRUE,TRUE,TRUE,7,3,oregon state,-1,2009
311,n/a,0,Masters,0,High,1,11,TRUE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,,-1,2009
312,finland,2,Masters,0,Medium,2,0,TRUE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,joensuu,-1,2008
313,canada,1,Doctorate,1,High,1,4,TRUE,3,4,TRUE,FALSE,TRUE,7,0,mcgill,-1,2009
314,n/a,0,Masters,0,High,1,5,FALSE,3,3.5,TRUE,TRUE,TRUE,0,1,erasmus mundus,-1,2009
315,united states,0,Masters,0,High,1,0,FALSE,3,4,FALSE,TRUE,TRUE,0,0,chuo gakuin,-1,2009
317,united states,0,Masters,0,High,1,11,TRUE,4,3.442985691,TRUE,TRUE,FALSE,0,0,lucerne,-1,2008
318,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2.5,4,TRUE,TRUE,TRUE,2,5,"california, irvine",-1,2009
320,canada,1,Masters,0,VeryHigh,0,10,FALSE,2.5,3,FALSE,TRUE,TRUE,0,1,concordia,-1,2009
321,united states,0,Masters,0,VeryHigh,0,1,FALSE,3,3.442985691,TRUE,TRUE,FALSE,0,0,illinois at urbana-champaign,-1,2009
322,malaysia,6,Doctorate,1,Low,3,0,FALSE,3.5,4,FALSE,FALSE,FALSE,7,1,universiti kebangsaan malaysia,-1,2011
323,sweden,2,Doctorate,1,VeryHigh,0,11,TRUE,4,3.442985691,FALSE,TRUE,FALSE,2,2,uppsala,-1,2009
324,n/a,0,Doctorate,1,High,1,1,FALSE,1.5,2.5,TRUE,TRUE,TRUE,0,7,texas am,-1,2008
325,n/a,0,Doctorate,1,Medium,2,1,TRUE,2,3.5,TRUE,TRUE,TRUE,6,1,north carolina at charlotte,-1,2009
326,canada,1,Masters,0,High,1,11,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,0,1,concordia,-1,2009
327,united states,0,Masters,0,VeryHigh,0,8,TRUE,3.5,3.442985691,TRUE,TRUE,FALSE,3,0,michigan - ann arbor,-1,2009
328,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,2.5,4,TRUE,FALSE,TRUE,5,4,westbrook,-1,2009
329,switzerland,0,Doctorate,1,High,1,1,TRUE,2.5,3.5,TRUE,TRUE,TRUE,6,10,"swiss federal institute of , zurich",-1,2009
330,united states,0,Doctorate,1,Medium,2,1,TRUE,3,3.5,TRUE,TRUE,TRUE,1,1,worcester polytechnic institute,-1,2009
331,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,1.5,2.5,TRUE,TRUE,TRUE,5,7,ulster,-1,2009
332,sweden,2,Masters,0,VeryHigh,0,5,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,royal lnstitute of,-1,2009
333,united states,0,Doctorate,1,Medium,2,5,TRUE,2.5,3.5,TRUE,TRUE,TRUE,1,2,memphis,-1,2009
334,united states,0,Doctorate,1,Medium,2,9,FALSE,1.5,3.5,TRUE,TRUE,TRUE,7,0,pennsylvania state,-1,2009
335,united states,0,Doctorate,1,Medium,2,5,TRUE,2.5,3.5,TRUE,TRUE,TRUE,6,1,south florida,-1,2009
336,n/a,0,Doctorate,1,High,1,1,TRUE,3.5,4,TRUE,FALSE,TRUE,1,2,northeastern,-1,2009
337,netherlands,4,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,groningen,-1,2009
338,united states,0,Doctorate,1,High,1,0,TRUE,2.5,3.5,TRUE,TRUE,TRUE,8,0,new mexico,-1,2009
340,united states,0,Doctorate,1,VeryHigh,0,7,TRUE,2,3.5,TRUE,TRUE,TRUE,3,3,oklahoma state,-1,2009
341,italy,3,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,poli tecnico of milano (polimi ),-1,2009
343,united states,0,Doctorate,1,Medium,2,7,TRUE,2.5,3.5,TRUE,FALSE,TRUE,2,6,pennsylvania state,-1,2009
345,n/a,0,Masters,0,VeryHigh,0,5,FALSE,2.5,2.5,TRUE,TRUE,TRUE,0,1,not decided yet,-1,2009
346,canada,1,Masters,0,High,1,11,TRUE,3.5,3.442985691,FALSE,TRUE,FALSE,1,0,queens,-1,2009
347,canada,1,Masters,0,High,1,0,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,concordia,-1,2009
348,canada,1,Doctorate,1,Medium,2,0,TRUE,2.5,3.442985691,FALSE,TRUE,FALSE,1,0,ecole polytechnique marseille,-1,2009
349,united states,0,Doctorate,1,High,1,11,TRUE,3.6,4,TRUE,TRUE,FALSE,4,0,illinois at urbana-champaign,-1,2009
350,united states,0,Doctorate,1,High,1,11,TRUE,2,3.5,TRUE,FALSE,TRUE,0,2,costa rica,-1,2009
351,united states,0,Doctorate,1,High,1,3,TRUE,1.5,3,FALSE,TRUE,TRUE,0,2,michigan state,-1,2009
352,united states,0,Doctorate,1,High,1,2,TRUE,3.5,4,TRUE,TRUE,TRUE,0,0,washington state,-1,2010
353,canada,1,Masters,0,High,1,4,TRUE,3,3.442985691,TRUE,FALSE,FALSE,0,0,alberta,-1,2009
354,n/a,0,Doctorate,1,VeryHigh,0,1,TRUE,3,3.5,TRUE,FALSE,TRUE,3,0,not decided yet,-1,2009
355,australia,1,Masters,0,VeryHigh,0,0,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,2,0,melbourne,-1,2009
357,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,stockholm,-1,2009
358,united states,0,Doctorate,1,Medium,2,2,TRUE,2.5,3,TRUE,TRUE,TRUE,0,0,massachusetts at amherst,-1,2009
359,canada,1,Doctorate,1,High,1,7,TRUE,2.5,3.5,FALSE,FALSE,FALSE,4,1,mcgill,-1,2009
360,united states,0,Doctorate,1,High,1,1,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,1,para la cooperación internacional,-1,2009
361,united states,0,Masters,0,High,1,11,FALSE,3,3.442985691,TRUE,TRUE,FALSE,0,1,illinois institute of,-1,2009
362,n/a,0,Doctorate,1,VeryHigh,0,1,TRUE,2,3,TRUE,TRUE,TRUE,1,1,north west,-1,2009
363,canada,1,Doctorate,1,VeryHigh,0,11,TRUE,3.5,4,FALSE,FALSE,TRUE,4,2,british columbia,-1,2009
365,canada,1,Doctorate,1,VeryHigh,0,1,FALSE,3,3.5,TRUE,TRUE,TRUE,4,0,e de brasília,-1,2010
366,canada,1,Doctorate,1,High,1,0,TRUE,2.611309081,3.442985691,FALSE,FALSE,FALSE,4,1,carleton,-1,2009
367,netherlands,4,Doctorate,1,High,1,1,TRUE,3,3,FALSE,FALSE,FALSE,4,1,twente,-1,2011
369,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3,3.5,TRUE,TRUE,TRUE,4,1,new york,-1,2009
370,malaysia,6,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,santa maría campus guayaquil,-1,2009
371,united states,0,Doctorate,1,VeryHigh,0,1,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,maryland at college park,-1,2009
372,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2,3.5,TRUE,TRUE,TRUE,6,0,missouri  science and technology roll,-1,2009
373,canada,1,Masters,0,High,1,9,FALSE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,waterloo,-1,2009
374,united states,0,Doctorate,1,Medium,2,1,TRUE,2,2,TRUE,TRUE,TRUE,1,0,florida state,-1,2009
375,canada,1,Doctorate,1,Medium,2,1,TRUE,3,2,FALSE,FALSE,FALSE,0,0,mcgill,-1,2009
376,sweden,2,Masters,0,High,1,5,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,2,michigan technological,-1,2009
377,france,3,Masters,0,High,1,10,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,salford,-1,2008
379,australia,1,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,new south wales,-1,2010
380,united states,0,Masters,0,VeryHigh,0,1,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,2,2,oklahoma state,-1,2009
381,united states,0,Masters,0,VeryHigh,0,4,FALSE,1.5,3.442985691,TRUE,TRUE,FALSE,0,0,portland state,-1,2009
385,netherlands,4,Masters,0,High,1,3,FALSE,1,3.442985691,FALSE,TRUE,FALSE,0,0,amsterdam,-1,2009
387,canada,1,Masters,0,High,1,3,TRUE,3.5,3.442985691,FALSE,TRUE,FALSE,0,0,waterloo,-1,2009
388,n/a,0,Masters,0,VeryHigh,0,5,TRUE,3,3.5,FALSE,TRUE,TRUE,1,1,erasmus mundus master of bioethics,-1,2011
390,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,3.5,3.5,TRUE,TRUE,TRUE,2,1,illinois at urbana-champaign,-1,2009
391,canada,1,Doctorate,1,High,1,1,TRUE,2.5,3.5,FALSE,FALSE,FALSE,10,0,waterloo,-1,2009
394,canada,1,Masters,0,VeryHigh,0,10,FALSE,2,4,FALSE,TRUE,TRUE,0,0,gretsa universtiy,-1,2009
395,sweden,2,Masters,0,Medium,2,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,2,chalmers,-1,2009
396,sweden,2,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,chalmers,-1,2009
397,sweden,2,Masters,0,VeryHigh,0,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,1,0,chalmers,-1,2009
398,sweden,2,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,chalmers,-1,2009
399,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2,4,TRUE,FALSE,FALSE,0,2,columbia,-1,2009
400,sweden,2,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,linköping,-1,2009
401,sweden,2,Masters,0,High,1,14,FALSE,3.5,3.442985691,FALSE,FALSE,FALSE,0,0,stockholm,-1,2009
402,germany,3,Masters,0,High,1,0,FALSE,2.5,3.442985691,TRUE,FALSE,FALSE,0,1,south gujarat,-1,2009
403,united states,0,Masters,0,Medium,2,9,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,0,0,nortre dame seishin,-1,2009
404,sweden,2,Masters,0,VeryHigh,0,7,TRUE,2,3.442985691,FALSE,TRUE,FALSE,0,0,linköping,-1,2009
405,united states,0,Masters,0,Medium,2,10,TRUE,4,4,FALSE,TRUE,TRUE,0,1,missouri - columbia,-1,2009
406,sweden,2,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,royal lnstitute of,-1,2009
407,united states,0,Doctorate,1,VeryHigh,0,0,TRUE,2,2.5,TRUE,TRUE,TRUE,2,3,florida state,-1,2009
408,australia,1,Masters,0,VeryHigh,0,10,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,australian national,-1,2010
409,n/a,0,Masters,0,VeryHigh,0,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,1,amsterdam,-1,2009
410,united states,0,Doctorate,1,High,1,0,TRUE,3,3.442985691,TRUE,FALSE,FALSE,2,2,nebraska - lincoln,-1,2008
412,norway,2,Masters,0,High,1,10,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,nigerian turkish nile,-1,2009
413,italy,3,Doctorate,1,Medium,2,1,TRUE,2,2.5,TRUE,FALSE,TRUE,6,3,bologna,-1,2011
414,australia,1,Doctorate,1,High,1,2,TRUE,2,4,FALSE,TRUE,TRUE,0,0,swinburne,-1,2009
415,united states,0,Masters,0,High,1,3,TRUE,2,3.442985691,TRUE,TRUE,FALSE,1,0,wyoming,-1,2009
416,sweden,2,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,royal lnstitute of,-1,2009
417,turkey,6,Doctorate,1,High,1,2,FALSE,2.5,3.5,FALSE,FALSE,FALSE,1,13,mizan tepi,-1,2009
418,canada,1,Doctorate,1,High,1,7,TRUE,2.611309081,3.5,TRUE,FALSE,TRUE,10,8,mcmaster,-1,2009
420,united states,0,Doctorate,1,High,1,0,TRUE,3,3.5,TRUE,TRUE,TRUE,3,1,missouri - columbia,-1,2009
421,n/a,0,Masters,0,VeryHigh,0,0,FALSE,3,3.442985691,TRUE,FALSE,FALSE,0,0,concordia,-1,2009
422,n/a,0,Masters,0,High,1,7,FALSE,3.5,3.442985691,FALSE,TRUE,FALSE,0,0,asian business school,-1,2009
424,sweden,2,Masters,0,High,1,0,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,mdh.se,-1,2009
425,canada,1,Doctorate,1,High,1,11,TRUE,2.5,3.5,TRUE,TRUE,TRUE,6,4,western ontario,-1,2009
426,germany,3,Masters,0,High,1,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,2,1,nagaland,-1,2009
427,canada,1,Doctorate,1,VeryHigh,0,15,TRUE,2,2.5,FALSE,FALSE,FALSE,2,0,manitoba,-1,2009
428,sweden,2,Masters,0,Medium,2,2,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,0,0,uppsala,-1,2009
429,united states,0,Doctorate,1,VeryHigh,0,4,TRUE,3.5,3.442985691,TRUE,TRUE,FALSE,0,0,rice,-1,2009
430,canada,1,Doctorate,1,Medium,2,3,TRUE,3.5,4,FALSE,FALSE,FALSE,0,1,mcgill,-1,2009
431,canada,1,Masters,0,Medium,2,4,FALSE,3,3.5,FALSE,FALSE,FALSE,0,2,alberta,-1,2009
432,canada,1,Masters,0,VeryHigh,0,5,TRUE,3,3.442985691,FALSE,FALSE,FALSE,0,3,british columbia,-1,2009
434,canada,1,Masters,0,VeryHigh,0,9,TRUE,3,3.442985691,TRUE,TRUE,FALSE,3,0,toronto,-1,2009
435,sweden,2,Masters,0,Medium,2,7,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,royal lnstitute of,-1,2009
436,sweden,2,Masters,0,Medium,2,0,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,0,1,north dakota,-1,2009
437,canada,1,Masters,0,VeryHigh,0,0,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,alberta,-1,2009
438,united states,0,Doctorate,1,High,1,1,TRUE,3,3.5,TRUE,TRUE,TRUE,4,1,management,-1,2009
439,norway,2,Masters,0,Low,3,10,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,nigerian turkish nile,-1,2009
440,n/a,0,Masters,0,High,1,7,TRUE,3,3.442985691,TRUE,FALSE,FALSE,3,1,louisiana college,-1,2009
441,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,5,"national institute of , trichy",-1,2009
442,singapore,5,Doctorate,1,High,1,0,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,national  singapore,-1,2009
443,canada,1,Masters,0,High,1,0,FALSE,4,3,FALSE,TRUE,TRUE,0,0,alberta,-1,2009
444,n/a,0,Doctorate,1,High,1,1,FALSE,3,3,TRUE,TRUE,TRUE,1,2,art academy of cincinnati,-1,2009
446,canada,1,Doctorate,1,High,1,1,TRUE,3.5,4,TRUE,TRUE,TRUE,1,1,mcgill,-1,2009
447,malaysia,6,Masters,0,High,1,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,0,0,"toronto, mississauga",-1,2009
448,united states,0,Doctorate,1,High,1,11,TRUE,3,4,TRUE,FALSE,FALSE,2,4,georgia institute of,-1,2012
449,united states,0,Doctorate,1,Medium,2,7,FALSE,2,3,TRUE,TRUE,FALSE,1,1,north carolina state,-1,2009
451,united states,0,Doctorate,1,Medium,2,5,TRUE,2.5,3.5,TRUE,TRUE,TRUE,0,0,ulster,-1,2009
452,sweden,2,Doctorate,1,Medium,2,7,FALSE,2.5,4,FALSE,FALSE,FALSE,3,2,royal lnstitute of,-1,2009
453,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,3,3.442985691,TRUE,TRUE,FALSE,2,0,george mason,-1,2009
454,canada,1,Doctorate,1,Medium,2,1,FALSE,2,3,FALSE,TRUE,TRUE,4,4,manitoba,-1,2010
459,united states,0,Doctorate,1,High,1,9,TRUE,3,3.442985691,TRUE,TRUE,FALSE,1,0,pittsburgh,-1,2009
460,canada,1,Doctorate,1,High,1,10,TRUE,2.5,3.5,TRUE,TRUE,TRUE,4,3,mcgill,-1,2009
461,united states,0,Doctorate,1,High,1,5,TRUE,2,3.5,TRUE,FALSE,TRUE,1,2,nebraska - lincoln,-1,2009
462,united states,0,Doctorate,1,High,1,11,TRUE,2,3.5,TRUE,TRUE,TRUE,2,0,northeastern,-1,2009
463,canada,1,Masters,0,High,1,4,TRUE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,lincoln memorial,-1,2009
465,canada,1,Doctorate,1,Medium,2,11,TRUE,2.5,4,FALSE,TRUE,TRUE,3,0,waterloo,-1,2009
466,finland,2,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,FALSE,FALSE,7,0,tampere,-1,2009
467,belgium,4,Doctorate,1,High,1,0,TRUE,1.5,3,FALSE,TRUE,TRUE,5,1,regent,-1,2009
468,united states,0,Masters,0,High,1,10,FALSE,1.5,3.5,FALSE,TRUE,TRUE,0,0,nivadhana,-1,2009
470,united states,0,Doctorate,1,Medium,2,5,TRUE,2,3.5,TRUE,FALSE,TRUE,3,2,mississippi,-1,2009
471,n/a,0,Masters,0,Medium,2,1,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,concordia,-1,2009
472,canada,1,Masters,0,VeryHigh,0,9,FALSE,3,3.442985691,FALSE,TRUE,FALSE,0,0,concordia,-1,2009
473,canada,1,Masters,0,High,1,5,TRUE,3,3.442985691,TRUE,TRUE,FALSE,0,0,york,-1,2009
474,united states,0,Masters,0,Medium,2,5,TRUE,2.5,3.442985691,TRUE,TRUE,FALSE,1,2,tarapacá,-1,2009
475,united states,0,Doctorate,1,High,1,5,TRUE,4,3.442985691,FALSE,TRUE,FALSE,2,0,california institute of,-1,2009
476,malaysia,6,Masters,0,Medium,2,0,FALSE,1.5,3.442985691,FALSE,TRUE,FALSE,0,2,politécnica de madrid,-1,2009
477,united states,0,Doctorate,1,VeryHigh,0,0,FALSE,3,3.5,TRUE,TRUE,TRUE,3,0,michigan state,-1,2009
478,n/a,0,Masters,0,High,1,14,FALSE,3.5,3.442985691,FALSE,TRUE,FALSE,0,0,n/a,-1,2009
479,united states,0,Doctorate,1,High,1,7,TRUE,2,4,TRUE,TRUE,FALSE,2,0,texas tech,-1,2009
480,n/a,0,Doctorate,1,High,1,11,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,0,0,iberoamericana de ciencia y tecnologia,-1,2009
481,united states,0,Doctorate,1,VeryHigh,0,4,TRUE,3,4,TRUE,TRUE,TRUE,2,0,johns hopkins,-1,2009
482,germany,3,Doctorate,1,High,1,2,FALSE,2,3.5,TRUE,FALSE,FALSE,0,0,kafr el-sheikh,-1,2009
483,united states,0,Doctorate,1,VeryHigh,0,5,TRUE,2.5,2.5,TRUE,TRUE,FALSE,0,0,nevada - reno,-1,2009
485,sweden,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,"national institute of , trichy",-1,2009
486,netherlands,4,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,delft,-1,2009
487,n/a,0,Doctorate,1,High,1,0,FALSE,1,3.442985691,FALSE,FALSE,FALSE,0,0,n/a,-1,2008
488,united states,0,Masters,0,Medium,2,0,TRUE,3,3.5,TRUE,FALSE,FALSE,2,2,autónoma de fresnillo,-1,2009
489,united states,0,Doctorate,1,High,1,0,TRUE,1.5,3.442985691,TRUE,TRUE,FALSE,0,0,florida state,-1,2009
490,canada,1,Masters,0,High,1,5,TRUE,3,3.442985691,FALSE,FALSE,FALSE,0,0,université de sherbrooke,-1,2010
491,united states,0,Masters,0,VeryHigh,0,9,FALSE,3,3.442985691,TRUE,TRUE,FALSE,1,0,purdue,-1,2009
493,netherlands,4,Doctorate,1,VeryHigh,0,10,FALSE,4,4,TRUE,TRUE,TRUE,6,10,berhampur,-1,2009
494,norway,2,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,nigerian turkish nile,-1,2009
495,united states,0,Doctorate,1,VeryHigh,0,11,TRUE,3.5,4,TRUE,FALSE,TRUE,1,0,northeastern,-1,2009
496,canada,1,Doctorate,1,High,1,1,TRUE,2,3,FALSE,FALSE,FALSE,4,1,concordia,-1,2009
499,canada,1,Masters,0,VeryHigh,0,0,FALSE,3,3.442985691,FALSE,FALSE,FALSE,0,0,york,-1,2010
500,n/a,0,Masters,0,Medium,2,0,FALSE,2.5,3.442985691,FALSE,TRUE,FALSE,0,0,linköping,-1,2009
502,sweden,2,Masters,0,VeryHigh,0,14,FALSE,2.5,3.442985691,FALSE,FALSE,FALSE,0,0,hogskolan dalarna,-1,2009
503,united states,0,Doctorate,1,High,1,0,TRUE,3.5,3.5,TRUE,FALSE,TRUE,1,1,indiana  at bloomington,-1,2009
504,canada,1,Doctorate,1,High,1,2,TRUE,3,3,FALSE,TRUE,TRUE,0,0,calgary,-1,2010
505,united states,0,Masters,0,High,1,2,TRUE,2.5,2.5,TRUE,TRUE,TRUE,0,0,universitas negeri yogyakarta,-1,2009
507,sweden,2,Masters,0,Medium,2,11,FALSE,2,3.442985691,FALSE,FALSE,FALSE,0,0,lawrence technological,-1,2009
508,sweden,2,Masters,0,High,1,0,FALSE,2,3.442985691,FALSE,TRUE,FALSE,0,0,royal lnstitute of,-1,2009
509,australia,1,Masters,0,VeryHigh,0,0,FALSE,2.611309081,3.442985691,FALSE,FALSE,FALSE,0,0,la trobe,-1,2010
